police_station,day_of_week,hour,total_pcu_impact,raw_violation_count,two_wheeler_count,three_wheeler_count,heavy_vehicle_count,validation_approved_count,junction_violation_count,avg_offence_count,avg_violation_count,is_weekend,month,is_festival,is_second_saturday,lat_mean,lon_mean,two_wheeler_ratio,three_wheeler_ratio,heavy_vehicle_ratio,validation_ratio,junction_ratio,distance_to_cbd,hour_sin,hour_cos,day_sin,day_cos,zone_archetype,zone_archetype_code,weekend_surge_ratio,persistence_score,historical_violations,spatial_lag_pcu,spatial_lag_delta
Banashankari,3,10,3.5,7,7,0,0,6.0,1,1.0,1.0,0.0,3.0,0.0,0.0,12.9354496,77.53947821428571,1.0,0.0,0.0,0.8571428571428571,0.14285714285714285,7.199893836071573,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,GENERAL,2,0.6011351909184726,1.0,1202,30.625,27.125
Banashankari,3,11,15.0,29,28,0,0,8.0,28,1.0344827586206897,1.0344827586206897,0.0,4.0,0.0,0.0,12.925080234482758,77.5569341275862,0.9655172413793104,0.0,0.0,0.27586206896551724,0.9655172413793104,6.58924923212402,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,GENERAL,2,0.6011351909184726,1.0,1202,32.75,17.75
Banashankari,3,12,8.5,9,6,0,1,4.0,6,1.3333333333333333,1.3333333333333333,0.0,12.0,0.0,0.0,12.9236944,77.5511921111111,0.6666666666666666,0.0,0.1111111111111111,0.4444444444444444,0.6666666666666666,7.1065617414078845,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,GENERAL,2,0.6011351909184726,1.0,1202,18.375,9.875
Banashankari,3,13,8.0,12,8,0,0,1.0,1,1.3333333333333333,1.3333333333333333,0.0,11.0,0.0,0.0,12.931936041666667,77.549810825,0.6666666666666666,0.0,0.0,0.08333333333333333,0.08333333333333333,6.558168538269947,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,GENERAL,2,0.6011351909184726,1.0,1202,11.75,3.75
Banashankari,3,14,3.25,4,2,1,0,1.0,0,1.25,1.25,0.0,6.5,0.0,0.0,12.93317515,77.543591775,0.5,0.25,0.0,0.25,0.0,6.986363518311306,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,GENERAL,2,0.6011351909184726,1.0,1202,7.5,4.25
Banashankari,3,15,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,3,16,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,3,17,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,3,18,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,3,19,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,3,20,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,3,21,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,3,22,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,3,23,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,4,0,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,0.0,1.0,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,1.25,1.25
Banashankari,4,1,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,1.5,1.5
Banashankari,4,2,23.75,45,43,1,0,25.0,3,1.0888888888888888,1.0888888888888888,0.0,12.0,0.0,0.0,12.933296322209458,77.53925355398702,0.9555555555555556,0.022222222222222223,0.0,0.5555555555555556,0.06666666666666667,7.356117779931883,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,11.875,-11.875
Banashankari,4,3,21.75,15,3,3,3,10.0,12,1.0,1.0,0.0,2.0,0.0,0.0,12.923869739999999,77.55846218,0.2,0.2,0.2,0.6666666666666666,0.8,6.595796206873637,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,38.25,16.5
Banashankari,4,4,12.5,15,7,0,0,7.0,3,1.1333333333333333,1.1333333333333333,0.0,2.0,0.0,0.0,12.93344944,77.53988353999999,0.4666666666666667,0.0,0.0,0.4666666666666667,0.2,7.290641813351348,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,25.375,12.875
Banashankari,4,5,5.0,6,3,0,1,3.0,5,1.0,1.0,0.0,3.0,0.0,0.0,12.924962016666667,77.55784,0.5,0.0,0.16666666666666666,0.5,0.8333333333333334,6.539314026600721,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,33.375,28.375
Banashankari,4,6,7.75,5,1,1,1,2.0,4,1.6,1.6,0.0,2.0,0.0,0.0,12.921339739999999,77.55983719999999,0.2,0.2,0.2,0.4,0.8,6.739814836959741,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,29.25,21.5
Banashankari,4,7,10.0,17,14,0,0,11.0,8,1.0588235294117647,1.0588235294117647,0.0,11.0,0.0,0.0,12.927431270588235,77.5541535882353,0.8235294117647058,0.0,0.0,0.6470588235294118,0.47058823529411764,6.582737311512539,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,5.5,-4.5
Banashankari,4,8,2.5,4,2,2,0,1.0,4,1.75,1.75,0.0,2.5,0.0,0.0,12.917062275,77.57339625,0.5,0.5,0.0,0.25,1.0,6.485059801939226,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,7.75,5.25
Banashankari,4,9,2.5,5,5,0,0,2.0,4,1.0,1.0,0.0,12.0,0.0,0.0,12.92101782,77.56577048,1.0,0.0,0.0,0.4,0.8,6.433931637413869,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,9.5,7.0
Banashankari,4,10,4.0,7,5,2,0,6.0,7,1.0,1.0,0.0,11.0,0.0,0.0,12.91728082857143,77.57338488571429,0.7142857142857143,0.2857142857142857,0.0,0.8571428571428571,1.0,6.462777819376772,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,21.5,17.5
Banashankari,4,11,23.25,19,9,1,4,9.0,10,1.0,1.0,0.0,3.0,0.0,0.0,12.926424715789473,77.55485086842104,0.47368421052631576,0.05263157894736842,0.21052631578947367,0.47368421052631576,0.5263157894736842,6.617231050604432,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,55.0,31.75
Banashankari,4,12,9.75,14,9,1,1,3.0,9,1.3571428571428572,1.3571428571428572,0.0,4.0,0.0,0.0,12.921857892857144,77.55244501428571,0.6428571428571429,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.6428571428571429,7.173683761175238,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,14.125,4.375
Banashankari,4,13,4.75,5,1,1,1,3.0,4,1.0,1.0,0.0,11.0,0.0,0.0,12.924338460000001,77.5583883,0.2,0.2,0.2,0.6,0.8,6.558715934986516,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,12.5,7.75
Banashankari,4,14,1.5,3,3,0,0,0.0,3,2.0,2.0,0.0,2.0,0.0,0.0,12.924063833333333,77.564119,1.0,0.0,0.0,0.0,1.0,6.233002624737134,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,9.25,7.75
Banashankari,4,15,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,4,16,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,4,17,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,4,18,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,4,19,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,4,20,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,4,21,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,4,22,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,4,23,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,5,0,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,0.0,1.0,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,0.25,0.25
Banashankari,5,1,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,3.0,3.0
Banashankari,5,2,5.25,9,6,3,0,5.0,9,1.0,1.0,1.0,3.0,0.0,0.0,12.917297433333333,77.57332916666667,0.6666666666666666,0.3333333333333333,0.0,0.5555555555555556,1.0,6.463203313305169,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,12.25,7.0
Banashankari,5,3,13.75,9,1,1,4,2.0,5,1.1111111111111112,1.1111111111111112,1.0,3.0,0.0,1.0,12.927001033333333,77.55377305555555,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.5555555555555556,6.645890620833614,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,24.25,10.5
Banashankari,5,4,17.25,28,19,5,0,15.0,15,1.1785714285714286,1.1785714285714286,1.0,12.0,0.0,0.0,12.925858507142857,77.55658507142857,0.6785714285714286,0.17857142857142858,0.0,0.5357142857142857,0.5357142857142857,6.545270586744477,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,37.25,20.0
Banashankari,5,5,15.25,15,5,1,2,3.0,8,1.1333333333333333,1.1333333333333333,1.0,4.0,0.0,0.0,12.925874093333334,77.56608114666666,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.5333333333333333,5.950066638895412,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,17.125,1.875
Banashankari,5,6,3.75,4,1,1,1,3.0,3,1.0,1.0,1.0,8.0,0.0,0.0,12.921905525,77.57229587500001,0.25,0.25,0.25,0.75,0.75,6.0312802885979115,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,33.5,29.75
Banashankari,5,7,5.0,3,0,0,1,0.0,2,1.0,1.0,1.0,2.0,0.0,1.0,12.927802633333334,77.55887976666666,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,6.221024097503464,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,3.75,-1.25
Banashankari,5,8,1.0,1,0,0,0,0.0,1,1.0,1.0,1.0,2.0,0.0,1.0,12.9255416,77.5499733,0.0,0.0,0.0,0.0,1.0,7.043935460211953,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,9.625,8.625
Banashankari,5,9,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,14.5,14.5
Banashankari,5,10,12.0,15,7,0,1,6.0,14,1.2,1.2,1.0,3.0,0.0,0.0,12.92101854,77.56588511333332,0.4666666666666667,0.0,0.06666666666666667,0.4,0.9333333333333333,6.427838535278842,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,22.875,10.875
Banashankari,5,11,19.5,30,22,0,1,16.0,30,1.0666666666666667,1.0666666666666667,1.0,12.0,0.0,0.0,12.921735473333333,77.56263290666668,0.7333333333333333,0.0,0.03333333333333333,0.5333333333333333,1.0,6.537913017130529,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,31.875,12.375
Banashankari,5,12,5.5,9,6,2,0,7.0,7,1.2222222222222223,1.2222222222222223,1.0,1.0,0.0,0.0,12.929391733333333,77.54887777777778,0.6666666666666666,0.2222222222222222,0.0,0.7777777777777778,0.7777777777777778,6.824744815783216,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,26.375,20.875
Banashankari,5,13,3.0,4,1,2,0,1.0,0,2.0,2.0,1.0,4.0,0.0,0.0,12.919319507535688,77.54218072898988,0.25,0.5,0.0,0.25,0.0,8.127982671977845,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,13.625,10.625
Banashankari,5,14,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,5,15,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,5,16,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,1.0,1.0
Banashankari,5,17,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,5,18,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,5,19,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,5,20,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,5,21,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,5,22,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,5,23,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,6,0,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,0.0,1.0,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,0.625,0.625
Banashankari,6,1,7.5,11,7,0,0,10.0,10,1.0,1.0,1.0,12.0,0.0,0.0,12.928103599999998,77.54960016363636,0.6363636363636364,0.0,0.0,0.9090909090909091,0.9090909090909091,6.868235508399841,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,1.5,-6.0
Banashankari,6,2,15.75,20,13,1,1,20.0,17,1.05,1.05,1.0,12.0,0.0,0.0,12.928161094999998,77.548172475,0.65,0.05,0.05,1.0,0.85,6.97450446799725,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,15.625,-0.125
Banashankari,6,3,7.5,8,6,0,1,7.0,8,1.0,1.0,1.0,12.0,0.0,0.0,12.9231898375,77.5592236125,0.75,0.0,0.125,0.875,1.0,6.608577679775969,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,34.375,26.875
Banashankari,6,4,16.25,24,13,7,1,10.0,14,1.0416666666666667,1.0416666666666667,1.0,11.0,0.0,0.0,12.924820204166666,77.557527725,0.5416666666666666,0.2916666666666667,0.041666666666666664,0.4166666666666667,0.5833333333333334,6.572457342773155,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,43.75,27.5
Banashankari,6,5,2.0,2,0,0,0,1.0,2,1.0,1.0,1.0,2.0,0.0,0.0,12.9237763,77.5668127,0.0,0.0,0.0,0.5,1.0,6.1111465669089275,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,53.25,51.25
Banashankari,6,6,1.25,2,1,1,0,1.0,2,1.5,1.5,1.0,11.0,1.0,0.0,12.9172321,77.5734252,0.5,0.5,0.0,0.5,1.0,6.466290456294454,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,22.75,21.5
Banashankari,6,7,3.25,4,2,1,1,1.0,0,1.25,1.25,1.0,11.5,0.0,0.0,12.93661045,77.5455243,0.5,0.25,0.25,0.25,0.0,6.589332655636193,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,4.25,1.0
Banashankari,6,8,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,18.25,18.25
Banashankari,6,9,4.0,2,0,0,0,0.0,1,1.0,1.0,1.0,3.5,0.0,0.0,12.93652095,77.5619917,0.0,0.0,0.0,0.0,0.5,5.263183545745436,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,19.0,15.0
Banashankari,6,10,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,40.625,40.625
Banashankari,6,11,6.25,9,4,3,0,2.0,4,1.1111111111111112,1.1111111111111112,1.0,3.0,0.0,0.0,12.925125366666668,77.56082553333334,0.4444444444444444,0.3333333333333333,0.0,0.2222222222222222,0.4444444444444444,6.332580218934935,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,32.125,25.875
Banashankari,6,12,6.25,7,2,1,1,2.0,3,1.4285714285714286,1.4285714285714286,1.0,3.0,0.0,0.0,12.926360457142858,77.55367987142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,6.7058865968066526,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,19.75,13.5
Banashankari,6,13,8.75,10,5,1,0,0.0,1,1.4,1.4,1.0,2.0,0.0,0.0,12.93531476,77.53605903,0.5,0.1,0.0,0.0,0.1,7.518177798463477,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,14.625,5.875
Banashankari,6,14,5.0,5,0,2,1,1.0,0,1.0,1.0,1.0,3.0,0.0,0.0,12.936341674399376,77.54133555350013,0.0,0.4,0.2,0.2,0.0,6.9775878823001545,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,1.5,-3.5
Banashankari,6,15,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,6,16,2.0,2,0,0,0,0.0,0,1.0,1.0,1.0,2.0,0.0,0.0,12.938433100000001,77.5334395,0.0,0.0,0.0,0.0,0.0,7.584642850201991,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,0.5,-1.5
Banashankari,6,17,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,6,18,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,6,19,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,6,20,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,6,21,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,6,22,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banashankari,6,23,0.0,0,0,0,0,,0,,,,,,,,,,,,,,,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,GENERAL,2,0.6011351909184726,1.0,1202,0.0,0.0
Banaswadi,0,0,2.5,3,0,2,0,0.0,0,1.0,1.0,0.0,2.0,0.0,0.0,12.9999112,77.67502246666668,0.0,0.6666666666666666,0.0,0.0,0.0,9.265088611537882,0.0,1.0,0.0,1.0,GENERAL,2,0.9423076923076923,1.0,3759,0.0,-2.5
Banaswadi,0,1,8.75,6,0,1,0,1.0,0,1.3333333333333333,1.3333333333333333,0.0,7.5,0.0,0.0,12.998535116666666,77.67185923333334,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,8.890813163973878,0.25881904510252074,0.9659258262890683,0.0,1.0,GENERAL,2,0.9423076923076923,1.0,3759,0.0,-8.75
Banaswadi,0,2,14.25,7,1,1,2,2.0,0,1.2857142857142858,1.2857142857142858,0.0,12.0,0.0,0.0,12.999400057142855,77.66773342857142,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,8.50571017881381,0.49999999999999994,0.8660254037844387,0.0,1.0,GENERAL,2,0.9423076923076923,1.0,3759,0.0,-14.25
Banaswadi,0,3,14.0,17,9,2,1,7.0,0,1.4705882352941178,1.4705882352941178,0.0,3.0,0.0,0.0,13.001012264705883,77.65803850588236,0.5294117647058824,0.11764705882352941,0.058823529411764705,0.4117647058823529,0.0,7.612019905096675,0.7071067811865476,0.7071067811865476,0.0,1.0,GENERAL,2,0.9423076923076923,1.0,3759,0.0,-14.0
Banaswadi,0,4,6.5,7,3,0,0,2.0,0,1.4285714285714286,1.4285714285714286,0.0,11.0,0.0,0.0,12.9956263,77.66824982857143,0.42857142857142855,0.0,0.0,0.2857142857142857,0.0,8.415446492199498,0.8660254037844386,0.5000000000000001,0.0,1.0,GENERAL,2,0.9423076923076923,1.0,3759,0.0,-6.5
Banaswadi,0,5,2.25,3,1,1,0,2.0,0,1.0,1.0,0.0,11.0,0.0,0.0,13.0114513,77.63330943333334,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,6.101368947553077,0.9659258262890683,0.25881904510252074,0.0,1.0,GENERAL,2,0.9423076923076923,1.0,3759,0.0,-2.25
Banaswadi,0,6,24.0,23,5,6,1,15.0,0,1.4782608695652173,1.4782608695652173,0.0,3.0,0.0,0.0,13.000435534782609,77.66959487826087,0.21739130434782608,0.2608695652173913,0.043478260869565216,0.6521739130434783,0.0,8.73550497429327,1.0,6.123233995736766e-17,0.0,1.0,GENERAL,2,0.9423076923076923,1.0,3759,0.0,-24.0
Banaswadi,0,7,14.75,20,13,3,1,9.0,0,1.0,1.0,0.0,1.0,0.0,0.0,12.996992789999998,77.66266941500001,0.65,0.15,0.05,0.45,0.0,7.897446333365135,0.9659258262890683,-0.25881904510252063,0.0,1.0,GENERAL,2,0.9423076923076923,1.0,3759,0.0,-14.75
